OTU	a1	a2	a3	a4	a5	a6
OTU_3412	0	0	0	0	0	1
OTU_3419	0	0	0	0	0	1
OTU_3426	0	0	0	0	1	0
OTU_3434	0	1	0	0	0	0
OTU_3437	1	0	1	1	1	0
OTU_3452	0	0	0	0	1	0
OTU_3460	0	0	0	3	0	0
OTU_3461	0	1	0	0	0	0
OTU_3471	1	0	0	0	0	1
OTU_3473	0	0	0	0	1	0
OTU_3477	1	0	0	0	0	0
OTU_3483	0	1	0	0	0	0
OTU_3504	1	0	0	0	0	0
OTU_3505	0	0	0	0	1	0
OTU_3507	0	0	1	1	0	0
OTU_3511	0	0	1	0	0	0
OTU_3513	0	0	1	1	0	0
OTU_3528	0	0	0	1	0	0
OTU_3532	0	0	0	1	0	0
OTU_3535	0	1	0	0	0	0
OTU_3536	0	1	0	0	0	0
OTU_3542	2	0	0	0	0	0
OTU_3546	0	0	0	1	0	0
OTU_3549	2	2	0	0	2	0
OTU_3555	2	2	0	0	0	1
OTU_3562	2	0	0	0	0	0
OTU_3566	0	1	0	1	2	0
OTU_3567	0	0	2	0	0	0
OTU_3580	1	0	0	0	0	0
OTU_3583	1	0	0	0	0	0
OTU_3589	0	0	1	0	1	1
OTU_3591	0	0	0	1	0	0
OTU_3600	1	0	0	0	0	0
OTU_3602	0	1	0	0	0	0
OTU_3611	0	0	1	0	0	0
OTU_3614	1	0	0	0	0	0
OTU_3625	0	1	2	1	2	1
OTU_3627	0	0	0	0	0	2
OTU_3631	0	1	0	0	1	0
OTU_3639	0	0	0	1	0	0
OTU_3640	0	0	0	0	1	0
OTU_3650	1	0	0	4	0	2
OTU_3659	0	0	2	0	0	0
OTU_3660	0	1	0	1	0	0
OTU_3670	3	0	1	2	0	0
OTU_3672	0	0	0	0	0	1
OTU_3673	0	0	1	0	0	0
OTU_3684	0	1	0	0	0	0
OTU_3685	1	0	1	0	1	0
OTU_3693	2	0	1	1	0	2
OTU_3695	0	1	0	0	0	0
OTU_3715	1	0	0	0	0	0
OTU_3735	0	0	1	0	0	0
OTU_3749	0	0	1	0	0	0
OTU_3755	2	0	1	1	0	0
OTU_3758	0	0	0	0	1	0
OTU_3761	0	0	1	0	0	0
OTU_3780	1	0	0	0	0	0
OTU_3783	0	0	0	0	0	1
OTU_3798	2	4	0	5	3	2
OTU_3799	0	0	0	0	1	2
OTU_3802	1	0	0	0	0	0
OTU_3806	0	0	0	1	0	0
OTU_3816	0	1	0	0	0	0
OTU_3819	1	0	1	1	3	3
OTU_3827	1	1	0	1	0	0
OTU_3828	0	2	0	2	2	0
OTU_3832	0	0	0	1	0	0
OTU_3843	0	0	1	0	0	0
OTU_3849	0	2	0	0	0	0
OTU_3861	0	0	1	0	0	0
OTU_3869	0	0	2	3	0	0
OTU_3875	0	0	1	1	0	1
OTU_3884	0	0	0	0	1	0
OTU_3885	3	2	2	8	4	2
OTU_3888	0	0	0	0	1	0
OTU_3891	1	0	2	1	2	0
OTU_3894	1	0	0	0	0	0
OTU_3905	0	0	1	0	0	0
OTU_3910	0	0	0	1	1	0
OTU_3914	1	0	0	0	0	0
OTU_3928	0	1	0	0	0	0
OTU_3946	0	1	0	0	0	1
OTU_3958	28	50	60	24	4	12
OTU_3969	0	0	0	0	0	1
OTU_3978	0	0	0	1	0	0
OTU_3986	0	1	0	0	0	0
OTU_3991	1	1	0	0	0	0
OTU_3992	0	0	1	3	1	0
OTU_4005	0	0	0	1	0	0
OTU_4009	0	0	1	0	0	0
OTU_4019	0	0	1	0	0	0
OTU_4020	0	0	3	0	0	0
OTU_4022	0	0	0	1	0	0
OTU_4040	1	0	0	1	1	0
OTU_4041	0	1	0	0	0	0
OTU_4045	0	0	0	1	0	0
OTU_4051	0	0	1	2	0	0
OTU_4055	1	0	0	0	0	0
OTU_4073	0	1	0	0	0	0
OTU_4079	1	0	0	0	0	0
OTU_4084	0	1	0	0	0	0
OTU_4086	0	0	1	0	0	0
OTU_4092	0	1	0	0	0	0
OTU_4099	0	0	1	0	0	0
OTU_4111	0	0	0	1	0	0
OTU_4127	0	0	1	0	0	0
OTU_4130	0	0	0	0	1	0
OTU_4136	0	0	1	0	0	0
OTU_4155	0	2	1	0	1	1
OTU_4177	0	0	0	0	0	1
OTU_4187	1	0	0	0	0	0
OTU_4190	0	0	1	0	0	0
OTU_4204	1	0	0	0	0	0
OTU_4206	1	0	1	1	0	1
OTU_4219	0	0	1	0	0	1
OTU_4223	7	6	20	10	7	8
OTU_4234	3	5	2	7	7	4
OTU_4238	1	0	1	2	0	2
OTU_4249	1	0	1	4	1	0
OTU_4251	0	0	0	1	0	0
OTU_4253	1	2	1	1	1	2
OTU_4259	0	0	1	0	0	0
OTU_4265	0	1	0	0	0	0
OTU_4271	0	0	0	0	1	0
OTU_4290	0	0	0	2	0	0
OTU_4308	0	0	0	1	0	0
OTU_4332	0	0	0	1	0	0
OTU_4354	0	0	0	0	1	0
OTU_4365	0	1	0	0	0	0
OTU_4373	0	0	3	0	2	1
OTU_4388	2	2	0	0	0	0
OTU_4409	0	0	0	0	1	0
OTU_4416	0	1	0	0	0	0
OTU_4418	0	1	1	2	0	1
OTU_4424	0	0	0	0	0	1
OTU_4440	0	1	0	0	0	0
OTU_4473	2	1	0	0	0	0
OTU_4480	0	0	0	0	1	0
OTU_4482	0	1	0	0	0	1
OTU_4492	0	0	1	0	0	0
OTU_4500	0	0	0	0	0	1
OTU_4501	1	0	0	0	0	0
OTU_4518	0	0	2	0	0	0
OTU_4528	0	0	0	1	0	0
OTU_4545	0	0	0	1	0	0
OTU_4564	0	0	0	1	0	0
OTU_4565	0	0	0	1	0	0
OTU_4580	0	0	0	1	0	0
OTU_4581	1	4	4	2	0	4
OTU_4601	0	1	0	0	0	0
OTU_4605	0	1	0	0	1	0
OTU_4611	1	1	0	1	0	0
OTU_4613	0	1	0	0	0	1
OTU_4616	0	0	1	0	0	0
OTU_4621	0	0	0	2	0	0
OTU_4630	0	0	0	1	0	0
OTU_4638	0	0	1	0	0	0
OTU_4640	1	0	0	0	0	1
OTU_4641	1	0	0	0	0	0
OTU_4645	0	1	1	1	0	0
OTU_4661	0	0	0	0	0	1
OTU_4662	0	0	0	1	0	0
OTU_4676	1	1	1	5	0	0
OTU_4687	0	1	1	0	0	1
OTU_4699	0	0	0	0	0	1
OTU_4706	0	0	1	0	0	0
OTU_4746	0	1	0	0	0	0
OTU_4753	0	0	0	0	1	0
OTU_4756	1	0	0	0	0	0
OTU_4757	56	21	106	41	22	26
OTU_4783	0	0	0	1	0	0
OTU_4793	0	0	1	0	0	1
OTU_4801	0	0	0	0	1	1
OTU_4805	0	0	1	0	0	0
OTU_4808	0	0	0	1	0	0
OTU_4814	0	1	0	0	0	0
OTU_4816	1	2	1	2	2	1
OTU_4841	0	0	0	0	0	1
OTU_4846	0	0	0	1	0	0
OTU_4847	0	0	0	0	1	0
OTU_4853	0	0	0	0	0	1
OTU_4858	3	1	0	0	1	0
OTU_4874	0	0	0	1	0	1
OTU_4878	0	0	0	1	0	0
OTU_4888	1	0	1	1	0	0
OTU_4889	0	0	0	2	0	0
OTU_4895	1	0	0	1	0	2
OTU_4921	1	0	0	0	0	0
OTU_4926	1	0	0	0	0	0
OTU_4936	5	1	0	0	0	0
OTU_4944	0	0	0	0	0	1
OTU_4960	4	4	5	4	4	0
OTU_4967	1	0	3	0	0	0
OTU_4970	0	0	0	1	0	0
OTU_4984	0	0	0	1	0	0
OTU_4989	0	0	0	2	0	0
OTU_4999	30	32	36	20	17	13
OTU_5007	0	1	0	0	0	0
OTU_5016	0	1	0	0	0	0
OTU_5027	1	0	0	0	0	0
OTU_5028	1	1	0	0	1	0
OTU_5033	0	0	0	1	0	0
OTU_5036	0	0	0	1	0	0
OTU_5037	0	0	1	0	0	1
OTU_5056	0	1	0	0	0	0
OTU_5063	0	0	0	1	1	0
OTU_5064	0	0	0	0	1	0
OTU_5088	0	1	1	0	0	0
OTU_5090	0	0	0	0	0	1
OTU_5109	1	0	0	0	0	0
OTU_5113	1	0	0	0	0	0
OTU_5114	1	0	0	0	0	0
OTU_5117	0	0	0	1	0	0
OTU_5124	0	0	0	1	0	0
OTU_5147	4	8	4	16	1	3
OTU_5156	19	16	11	11	11	6
OTU_5164	0	0	0	0	1	0
OTU_5172	0	0	0	1	0	1
OTU_5182	0	0	1	0	0	0
OTU_5222	0	0	1	0	0	0
OTU_5227	0	1	0	1	0	0
OTU_5230	0	0	0	1	0	0
OTU_5234	0	0	0	0	1	0
OTU_5263	0	0	0	0	0	1
OTU_5277	1	0	0	0	0	0
OTU_5283	1	0	0	0	0	0
OTU_5300	0	1	0	1	0	1
OTU_5306	0	0	0	1	0	0
OTU_5309	1	0	0	0	0	0
OTU_5316	0	0	0	1	0	0
OTU_5318	0	0	0	0	1	0
OTU_5339	0	1	0	0	1	0
OTU_5344	0	0	1	0	0	0
OTU_5347	0	0	0	1	0	0
OTU_5348	0	0	1	0	0	0
OTU_5353	2	0	0	0	0	0
OTU_5371	0	0	1	0	0	0
OTU_5372	0	0	1	0	0	0
OTU_5374	0	0	2	2	0	0
OTU_5382	4	6	8	6	1	2
OTU_5384	0	0	0	0	0	1
OTU_5385	0	0	0	1	0	0
OTU_5387	0	1	0	0	0	0
OTU_5390	0	0	0	1	0	0
OTU_5398	1	0	0	0	0	0
OTU_5400	2	0	1	0	1	2
OTU_5458	0	0	0	1	0	0
OTU_5467	219	257	591	453	106	106
OTU_5475	0	1	1	4	0	0
OTU_5477	0	0	0	0	1	0
OTU_5512	0	0	0	0	0	1
OTU_5532	1	0	0	0	0	0
OTU_5546	16	19	21	14	6	13
OTU_5553	0	0	0	0	0	1
OTU_5556	0	0	0	0	0	1
OTU_5571	1	0	0	0	0	1
OTU_5573	0	0	0	0	0	1
OTU_5580	0	0	0	0	1	0
OTU_5605	0	1	0	0	0	0
OTU_5609	0	0	0	0	1	0
OTU_5617	0	0	1	0	1	0
OTU_5643	0	0	0	1	0	0
OTU_5659	0	0	0	0	1	0
OTU_5682	0	0	0	3	0	2
OTU_5685	0	1	0	0	1	0
OTU_5702	0	2	2	2	0	0
OTU_5720	13	13	18	19	8	7
OTU_5742	0	0	0	0	1	0
OTU_5743	1	0	0	0	0	0
OTU_5788	0	1	0	0	0	0
OTU_5796	0	0	0	1	0	0
OTU_5799	1	0	0	0	0	0
OTU_5810	0	0	0	0	1	0
OTU_5814	0	0	2	0	0	1
OTU_5833	1	1	0	0	0	0
OTU_5856	0	0	0	1	0	0
OTU_5860	0	0	0	0	1	0
OTU_5876	0	1	1	0	0	0
OTU_5879	0	1	0	0	0	0
OTU_5900	0	0	1	0	0	0
OTU_5914	0	0	0	0	1	1
OTU_5920	0	0	0	0	0	1
OTU_5934	1	4	0	0	0	1
OTU_5945	2	1	6	8	0	6
OTU_5954	0	3	4	2	2	0
OTU_5970	0	0	1	3	0	0
OTU_5989	0	0	0	1	0	0
OTU_5993	0	0	0	0	0	1
OTU_5998	3	0	2	0	0	0
OTU_6000	2	1	2	3	1	1
OTU_6001	0	0	0	1	0	0
OTU_6004	1	0	0	0	0	0
OTU_6011	0	0	0	0	0	1
OTU_6022	0	0	0	1	0	0
OTU_6029	4	2	5	2	4	2
OTU_6031	0	1	0	1	0	0
OTU_6049	1	1	0	1	0	3
OTU_6052	0	1	0	0	0	0
OTU_6053	1	0	0	0	0	0
OTU_6063	0	0	0	2	0	0
OTU_6075	1	0	0	0	0	0
OTU_6087	0	0	0	1	0	0
OTU_6097	9	15	14	8	5	2
OTU_6118	0	0	0	1	0	0
OTU_6127	1	0	0	0	0	0
OTU_6151	5	4	3	7	8	5
OTU_6171	1	0	0	0	0	0
OTU_6186	0	0	1	0	0	0
OTU_6187	0	0	0	0	1	0
OTU_6194	0	0	0	0	0	1
OTU_6196	0	0	0	1	0	0
OTU_6203	0	0	0	3	0	1
OTU_6205	1	0	0	0	0	0
OTU_6211	2	1	0	1	8	0
OTU_6231	0	0	1	0	0	0
OTU_6233	1	0	3	1	1	1
OTU_6263	3	3	0	1	1	1
OTU_6281	4	0	0	2	0	1
OTU_6291	1	0	1	0	2	2
OTU_6305	1	0	0	2	1	0
OTU_6331	3	0	1	2	1	3
OTU_6333	2	1	0	1	1	1
OTU_6334	2	13	24	17	9	3
OTU_6338	0	0	0	1	0	0
OTU_6349	0	1	0	0	0	0
OTU_6355	0	0	0	0	0	1
OTU_6370	0	1	0	0	0	0
OTU_6371	0	0	1	0	0	0
OTU_6387	0	0	2	0	0	0
OTU_6401	1	0	0	1	0	0
OTU_6427	1	0	0	0	0	0
OTU_6442	2	2	0	2	0	0
OTU_6447	0	1	0	0	0	0
OTU_6482	0	0	1	1	0	0
OTU_6489	0	0	0	0	0	1
OTU_6499	0	0	0	0	1	0
OTU_6516	1	0	0	0	0	0
OTU_6518	0	0	0	0	1	0
OTU_6530	1	0	0	0	0	0
OTU_6534	1	3	2	0	1	0
OTU_6578	0	0	0	1	0	0
OTU_6579	0	0	0	1	1	0
OTU_6595	3	0	0	0	0	0
OTU_6650	1	0	0	0	0	0
OTU_6652	1	0	0	0	0	0
OTU_6661	7	1	2	2	1	3
OTU_6663	14	21	24	6	5	7
OTU_6669	0	0	1	0	0	0
OTU_6685	0	0	1	0	0	0
OTU_6687	1	2	2	5	0	3
OTU_6692	0	0	0	0	2	0
OTU_6712	1	0	0	0	0	0
OTU_6721	0	0	1	0	0	0
OTU_6722	0	1	1	0	0	0
OTU_6725	2	0	2	9	5	3
OTU_6759	0	0	0	0	1	0
OTU_6766	0	0	1	0	0	0
OTU_6818	0	1	0	0	0	0
OTU_6827	0	0	1	0	0	0
OTU_6837	5	2	10	7	6	10
OTU_6846	1	0	0	0	0	0
OTU_6856	0	0	0	0	0	1
OTU_6867	0	0	0	1	0	0
OTU_6876	0	0	2	0	0	0
OTU_6896	0	0	0	1	0	0
OTU_6903	0	0	0	0	1	0
OTU_6924	1	0	0	1	0	0
OTU_6928	0	0	0	0	1	0
OTU_6929	0	0	1	0	0	0
OTU_6948	0	0	0	1	0	0
OTU_6959	1	0	0	0	0	0
OTU_6966	0	0	0	0	0	1
OTU_6981	7	13	9	20	12	5
OTU_6992	0	0	0	1	0	0
OTU_7014	0	0	0	0	0	1
OTU_7015	1	1	0	0	0	0
OTU_7020	3	5	3	4	2	3
OTU_7023	0	0	1	0	0	0
OTU_7027	1	0	0	0	0	0
OTU_7030	1	0	0	0	1	0
OTU_7037	0	0	1	0	0	0
OTU_7039	0	0	0	0	1	0
OTU_7064	0	0	0	0	0	1
OTU_7066	1	0	0	0	0	0
OTU_7103	0	0	0	3	0	0
OTU_7119	0	1	0	1	0	0
OTU_7124	0	0	0	1	0	1
OTU_7130	3	0	17	6	1	3
OTU_7191	1	1	2	1	4	0
OTU_7192	0	0	1	0	0	0
OTU_7217	0	0	1	0	0	0
OTU_7250	0	0	1	0	0	0
OTU_7270	0	0	1	0	0	0
OTU_7298	0	1	0	0	0	0
OTU_7300	0	1	1	1	0	1
OTU_7324	27	17	41	41	28	26
OTU_7325	0	0	0	0	1	0
OTU_7338	0	0	1	0	0	0
OTU_7341	0	0	0	1	0	0
OTU_7350	1	0	0	1	0	0
OTU_7368	1	0	0	0	0	0
OTU_7387	1	2	1	1	1	1
OTU_7393	1	0	0	0	0	0
OTU_7394	1	4	0	1	2	4
OTU_7425	0	0	0	0	1	0
OTU_7452	0	0	0	0	0	1
OTU_7460	0	0	0	0	0	1
OTU_7492	1	0	0	0	0	0
OTU_7494	0	0	1	0	5	1
OTU_7513	0	0	2	2	0	0
OTU_7527	1	0	0	0	0	0
OTU_7545	0	1	0	0	0	0
OTU_7594	0	0	0	0	0	1
OTU_7601	0	1	0	0	0	0
OTU_7614	0	0	1	0	0	0
OTU_7618	0	0	0	0	1	0
OTU_7627	0	0	0	0	0	1
OTU_7644	0	0	1	0	0	0
OTU_7667	1	10	8	0	9	12
OTU_7691	1	0	0	2	0	0
OTU_7694	0	1	0	0	0	0
OTU_7706	0	0	0	1	0	0
OTU_7722	0	0	0	2	0	0
OTU_7734	0	0	0	0	1	2
OTU_7753	0	0	0	0	1	0
OTU_7760	0	1	0	0	0	0
OTU_7796	0	0	0	0	0	1
OTU_7797	1	0	0	0	0	0
OTU_7811	0	0	0	0	1	0
OTU_7838	0	0	1	1	0	0
OTU_7893	2	2	4	7	2	4
OTU_7902	6	1	7	13	5	7
OTU_7912	1	0	0	0	0	0
OTU_7920	0	0	1	0	0	1
OTU_7939	0	0	0	0	0	1
OTU_7948	2	0	0	0	0	1
OTU_7958	0	0	1	0	0	0
OTU_7960	1	0	0	0	0	1
OTU_7961	1	1	0	1	0	0
OTU_7978	0	2	1	0	2	0
OTU_7996	0	0	1	0	0	0
OTU_7997	7	7	3	4	2	5
OTU_8017	0	0	0	0	0	1
OTU_8048	0	1	0	0	0	0
OTU_8049	11	3	7	9	3	5
OTU_8070	1	0	0	0	0	0
OTU_8076	4	2	3	6	1	1
OTU_8119	1	0	0	0	0	0
OTU_8155	0	0	1	0	0	0
OTU_8191	0	0	1	0	0	0
OTU_8215	0	0	0	0	1	0
OTU_8219	0	1	1	1	1	0
OTU_8252	1	0	0	1	0	0
OTU_8258	0	0	1	0	0	0
OTU_8259	2	3	5	2	2	0
OTU_8262	0	0	0	0	0	1
OTU_8264	1	2	6	8	5	11
OTU_8285	15	7	9	12	6	8
OTU_8290	0	1	0	0	0	0
OTU_8292	0	0	0	1	0	0
OTU_8303	1	0	0	0	0	0
OTU_8324	17	21	16	22	14	11
OTU_8337	0	0	0	0	0	1
OTU_8342	0	1	0	0	0	0
OTU_8348	2	1	1	4	4	3
OTU_8360	0	0	0	0	0	1
OTU_8378	55	78	132	87	35	48
OTU_8406	0	0	0	0	0	1
OTU_8439	1	0	0	0	0	0
OTU_8485	0	1	0	0	1	0
OTU_8491	0	0	0	2	0	0
OTU_8500	0	1	0	0	0	0
OTU_8508	0	0	0	1	0	0
OTU_8519	0	0	0	0	1	0
OTU_8543	0	0	0	0	0	1
OTU_8567	0	0	0	1	0	0
OTU_8592	0	1	0	0	0	0
OTU_8616	0	0	0	0	0	1
OTU_8638	0	0	0	0	0	1
OTU_8641	0	1	2	0	0	0
OTU_8642	0	0	0	1	0	0
OTU_8649	0	0	1	1	1	0
OTU_8656	0	0	1	0	1	0
OTU_8672	0	1	0	0	0	0
OTU_8678	0	0	0	0	2	0
OTU_8729	0	0	1	0	0	0
OTU_8736	1	0	0	0	0	0
OTU_8791	0	0	0	4	0	0
OTU_8819	1	0	0	0	0	0
OTU_8823	0	0	0	0	1	0
OTU_8842	0	0	0	1	0	0
OTU_8868	0	1	0	0	0	0
OTU_8892	0	0	1	0	0	0
OTU_8893	1	2	3	1	0	1
OTU_8898	2	0	3	0	1	0
OTU_8909	2	1	6	2	5	1
OTU_8933	39	92	84	49	54	27
OTU_8941	1	0	0	0	0	1
OTU_8946	0	1	1	0	0	1
OTU_8950	0	1	0	0	0	0
OTU_8960	0	0	1	0	0	0
OTU_8973	0	1	0	0	0	0
OTU_8974	173	90	149	209	134	94
OTU_8978	0	0	0	0	0	1
OTU_9004	0	1	0	0	0	1
OTU_9010	1	1	0	0	0	0
OTU_9029	0	0	0	1	0	0
OTU_9032	1	0	1	6	0	1
OTU_9047	0	2	0	0	0	1
OTU_9048	0	0	0	1	0	0
OTU_9059	2	0	0	0	0	0
OTU_9061	7	27	14	5	14	8
OTU_9085	0	1	0	0	0	0
OTU_9117	0	1	1	1	0	1
OTU_9120	1	1	0	1	3	1
OTU_9127	0	1	0	0	0	0
OTU_9145	1	0	0	0	0	0
OTU_9153	0	0	1	0	0	0
OTU_9158	6	1	4	3	0	1
OTU_9162	0	0	0	0	0	1
OTU_9163	0	1	0	0	0	0
OTU_9190	0	1	0	1	0	0
OTU_9196	10	11	9	16	7	5
OTU_9208	61	135	127	68	65	43
OTU_9287	14	23	17	12	23	17
OTU_9305	0	0	0	1	0	0
OTU_9327	0	0	0	1	0	0
OTU_9354	0	3	7	6	4	7
OTU_9366	5	5	5	13	2	5
OTU_9388	1	1	2	0	0	1
OTU_9398	0	2	0	3	1	0
OTU_9443	0	1	0	0	0	0
OTU_9461	0	0	0	1	0	0
OTU_9466	3	2	2	1	0	4
OTU_9475	60	34	77	132	91	46
OTU_9484	1	2	1	2	1	0
OTU_9517	0	0	1	0	0	0
OTU_9583	9	5	4	5	1	3
OTU_9614	0	0	1	0	0	0
OTU_9628	0	1	1	3	0	1
OTU_9632	0	1	0	0	0	0
OTU_9646	2	7	6	0	0	0
OTU_9695	1	0	0	2	0	0
OTU_9699	0	1	1	0	0	0
OTU_9704	0	1	2	1	1	0
OTU_9712	1	0	0	0	0	0
OTU_9719	0	0	1	0	0	0
OTU_9723	0	0	1	0	0	0
OTU_9744	1	1	3	0	7	1
OTU_9754	5	5	4	1	0	1
OTU_9759	0	0	1	0	0	0
OTU_9762	0	0	0	1	0	1
OTU_9805	0	0	0	1	0	0
OTU_9807	0	0	1	0	0	0
OTU_9837	0	0	0	0	1	0
OTU_9842	0	0	0	0	1	0
OTU_9845	0	0	0	1	0	0
OTU_9857	0	1	0	0	0	0
OTU_9891	1	0	0	0	1	0
OTU_9894	1	0	0	0	0	0
OTU_9895	0	0	1	0	0	1
OTU_9907	1	0	0	0	0	0
OTU_9921	20	51	16	18	20	11
OTU_9975	0	0	0	0	1	0
OTU_9978	0	1	0	0	0	0
OTU_10018	0	0	1	0	0	0
OTU_10020	0	0	0	0	1	0
OTU_10055	3	3	5	8	4	8
OTU_10114	0	0	1	0	0	0
OTU_10152	15	21	56	48	13	6
OTU_10153	0	0	0	0	0	1
OTU_10154	0	0	0	0	0	1
OTU_10163	1	0	0	0	0	0
OTU_10164	0	0	1	0	0	0
OTU_10169	0	4	7	3	1	1
OTU_10186	0	0	3	0	2	0
OTU_10188	0	0	0	0	0	1
OTU_10206	13	13	23	8	13	7
OTU_10272	0	0	0	0	1	0
OTU_10274	7	5	13	16	7	5
OTU_10275	1	2	11	3	5	1
OTU_10290	0	0	1	0	0	0
OTU_10318	1	0	0	0	0	0
OTU_10319	0	0	0	0	1	0
OTU_10322	0	0	1	0	0	0
OTU_10346	1	1	0	0	0	1
OTU_10356	3	0	2	1	0	2
OTU_10372	0	2	0	0	0	0
OTU_10381	0	0	0	1	0	0
OTU_10388	0	0	0	0	1	0
OTU_10395	0	0	0	0	1	0
OTU_10416	3	1	2	2	2	0
OTU_10430	0	1	0	0	0	0
OTU_10434	0	0	0	0	1	0
OTU_10452	2	2	0	2	2	0
OTU_10493	4	0	3	0	1	1
OTU_10498	1	0	0	0	0	0
OTU_10500	0	0	1	0	0	0
OTU_10520	0	3	0	3	2	3
OTU_10525	7	14	13	6	1	4
OTU_10529	7	9	11	20	16	12
OTU_10532	1	1	2	0	1	0
OTU_10545	0	2	1	0	0	0
OTU_10550	1	5	2	1	5	4
OTU_10552	0	0	0	1	0	0
OTU_10578	8	2	6	6	2	1
OTU_10580	0	0	1	0	0	0
OTU_10609	3	0	1	0	0	0
OTU_10624	0	3	0	0	0	0
OTU_10628	0	0	0	0	1	0
OTU_10640	0	0	0	0	0	1
OTU_10646	3	3	1	0	3	1
OTU_10693	4	5	8	2	4	2
OTU_10723	0	2	0	0	0	0
OTU_10729	0	0	0	0	1	0
OTU_10762	1	0	0	0	0	0
OTU_10767	1	2	2	0	0	0
OTU_10780	0	0	1	0	0	0
OTU_10786	0	0	0	0	1	0
OTU_10788	0	0	0	0	1	0
OTU_10798	0	0	1	0	0	0
OTU_10818	1	1	1	0	0	0
OTU_10820	4	2	2	1	2	1
OTU_10828	1	0	0	0	0	0
OTU_10843	2	0	0	2	0	0
OTU_10850	14	5	4	4	4	7
OTU_10862	17	33	31	14	12	8
OTU_10881	1	8	11	2	7	4
OTU_10882	1	0	0	0	0	0
OTU_10911	0	0	0	1	2	2
OTU_10920	1	1	0	1	1	0
OTU_10936	0	0	0	0	1	0
OTU_10965	0	1	2	4	0	1
OTU_11006	1	0	2	0	1	0
OTU_11038	1	0	0	0	1	1
OTU_11096	0	0	0	1	0	0
OTU_11104	0	0	0	1	0	0
OTU_11132	0	1	0	0	0	1
OTU_11147	0	1	0	0	0	0
OTU_11152	7	2	4	2	5	4
OTU_11184	4	4	2	3	3	3
OTU_11208	18	37	33	26	24	24
OTU_11274	1	0	0	0	0	0
OTU_11285	0	0	0	0	0	1
OTU_11303	1	0	1	1	1	0
OTU_11336	0	1	0	0	0	0
OTU_11340	4	1	1	1	1	0
OTU_11343	1	0	0	0	0	0
OTU_11386	0	0	0	0	2	0
OTU_11411	1	0	0	0	0	1
OTU_11417	1	0	0	0	0	0
OTU_11437	1	0	0	0	0	0
OTU_11439	2	4	2	3	2	1
OTU_11440	0	1	0	0	0	2
OTU_11456	0	1	2	0	0	1
OTU_11470	3	0	1	3	1	2
OTU_11482	8	6	5	2	1	1
OTU_11488	1	0	0	0	0	1
OTU_11511	5	2	7	19	17	7
OTU_11520	0	1	0	0	0	0
OTU_11521	0	0	1	0	0	0
OTU_11526	1	0	0	0	0	0
OTU_11537	5	7	4	6	2	5
OTU_11563	1	0	0	0	0	0
OTU_11566	0	0	1	0	1	0
OTU_11570	0	0	0	1	0	0
OTU_11573	24	53	33	18	13	14
OTU_11582	0	1	1	0	0	1
OTU_11593	1	0	0	0	0	0
OTU_11601	1	3	4	5	7	3
OTU_11621	0	1	0	0	0	0
OTU_11628	0	0	0	1	0	0
OTU_11640	0	2	0	1	1	1
OTU_11696	0	0	0	0	1	0
OTU_11710	2	1	1	2	0	1
OTU_11730	0	0	1	0	0	0
OTU_11737	0	0	0	1	0	0
OTU_11759	0	1	0	0	1	1
OTU_11807	1	0	0	0	0	0
OTU_11829	0	0	1	0	0	0
OTU_11834	0	0	0	1	1	1
OTU_11840	1	0	0	2	2	2
OTU_11856	0	0	0	1	0	0
OTU_11895	0	0	0	0	0	1
OTU_11936	0	0	0	0	1	0
OTU_11949	0	0	0	1	0	1
OTU_11960	0	1	0	0	0	0
OTU_11981	1	1	7	1	1	0
OTU_12011	2	3	4	1	0	2
OTU_12022	1	0	0	0	0	0
OTU_12052	0	0	1	2	0	0
OTU_12081	1	1	0	0	0	0
OTU_12082	1	0	1	1	0	0
OTU_12083	0	0	0	0	0	1
OTU_12096	0	0	1	0	0	0
OTU_12105	0	3	4	2	1	2
OTU_12115	2	5	3	1	4	2
OTU_12131	0	0	0	1	0	1
OTU_12174	0	0	1	1	0	0
OTU_12217	1	0	2	3	0	1
OTU_12226	0	0	1	0	0	0
OTU_12237	0	0	0	0	0	1
OTU_12285	1	0	0	0	0	0
OTU_12356	1	0	3	3	2	2
OTU_12370	2	0	0	4	2	1
OTU_12376	0	0	0	0	0	1
OTU_12404	1	0	0	2	1	1
OTU_12411	0	0	0	1	0	0
OTU_12414	0	0	1	1	0	1
OTU_12429	0	7	4	4	4	1
OTU_12446	1	3	3	2	5	1
OTU_12477	1	0	1	1	0	0
OTU_12489	31	31	29	38	18	13
OTU_12534	0	0	0	6	0	2
OTU_12546	0	1	0	0	0	0
OTU_12547	4	1	1	7	8	10
OTU_12577	0	0	0	0	1	0
OTU_12596	0	0	1	0	0	0
OTU_12619	0	0	0	0	0	1
OTU_12627	0	1	0	0	0	0
OTU_12628	0	0	0	0	0	1
OTU_12641	0	0	1	0	0	0
OTU_12652	2	2	3	2	3	2
OTU_12657	0	0	1	0	0	0
OTU_12677	0	1	0	2	5	2
OTU_12694	24	41	45	23	21	17
OTU_12707	1	0	0	0	0	2
OTU_12743	5	7	11	4	5	2
OTU_12753	0	0	1	1	0	0
OTU_12757	0	0	0	3	0	2
OTU_12760	0	0	0	0	0	2
OTU_12817	0	0	0	0	1	0
OTU_12822	1	0	0	0	0	0
OTU_12828	0	0	0	0	0	1
